7863c262a34e391bd9232a66665f33,21,8.88
7f5b188c10eb8d080f4af5186a70f9,27,1.38
b88973c755faab0e70fd8835ca8679,21,3.52
1ed50f490b563483bc7c6254913a1e,2,6.73
6232ef7fc698de67b755c01e566333,1,12.16
6878a0fa55a033b65b2cd6ed9da1a1,21,2.98
1709bc9f893bb2ea99a3eab1bd581d,3,11.58
91dbcea3da3ff0c13258b53e3ced2a,30,8.42
f18bc1793967cb099ef4e79d965f32,15,13.07
1bd4151499820d7f341225f9b2b69a,16,2.19
b7f58bdc03119612000fff9c609acd,27,18.04
4660fa43382f7c2a500a37485a09d2,30,10.51
2e926ec9cfa86991ede0308a6663b5,19,9.33
df0d213e70a7c2d93f0a707d1dba3d,12,9.03
804a5602ebc07929f7d3f4a18fc48d,29,5.11
bdacb0d396ca2b69e6f6b9a64e0b46,30,10.41
ba80ebcf4863eba56181bca6755ab8,4,-2.44
0b405d3edcb2b57faac291cd70acb9,0,8.2
4d57200976226e84f8880c0a47b941,1,3.86
f1dcf743732a0a7b301782eed17c0d,6,16.23
7e66f65eb8ed95db490e03146c3b58,21,8.95
ced33051a9c2a42b21ba2644af881d,1,7.24
7eab03474ef222ca582105938fd0b0,11,14.33
1d7deb7af392ce1dd0b07cc0e31a54,5,10.52
5522f6605211badcb7134e93616156,3,6.18
6f441cc15cfc8d9555a9835916bc05,0,16.05
9bed121a83e3d6b37752b7df5b8398,19,-3.19
70b031fa115c8d57111be92ef3e491,8,4.97
3637af80ff1a62bf1b3ba432f290b5,11,10.91
85915d0c2024dc60caeef900ce6741,15,3.1
2ba5ac9966fe9140be6559f59732d1,25,5.55
e6e44ba6bb0bb5e237a8a2605a4cdb,20,8
8a6ccd6b33007d903e1de6f5b1d4c4,24,11.87
8026ea3366528fee456e81f76a30e7,1,2.43
78c8a9ba9a8aa784c62dcef6146483,19,-1.7
9fbbda18a730fc2b450427fc9c207c,3,12.7
0a3d206b39888aa391e974a8c54eea,18,9.62
c58b6003c94ba06b9d0056f6718671,20,6.6
7d38a9b4a5815d0d25da3ab8b65eea,6,5.32
76ef341932f74678306044a0fa3e01,18,5.95
66f77f59adf8566f62936ff7d0b497,30,4.12
eb24f0ed0092ab0478b25c2b746388,1,2.49
d01f7e9f8261e24d53faff3de2eb57,4,14.71
c873333b71bee29e92bc5cf6b92a54,5,13.83
98c8692cc4b38b9c1e1ba58e90abf0,15,16.67
a9a88a9166b3a4ae229df9b74b5528,10,5.59
182433d0b58434a27bfee5a769f2fc,24,10.79
0ff2ac3edb0d2dcb362cb0cec79932,27,5.58
c1a0ba4730114b8fd0c8c2632c30c1,12,5.77
bad2008782f98b26b6bc4b1e43aedb,9,11.68
ccc45f4db507f35cb22e3a3671fc8f,0,6.82
3a2596dca911a9c5888a71bd126cbc,5,6.76
c9ce2af831e882e8414e58699aeb8f,26,5.65
efcd6a1dc90839f6dc9ceece02babf,3,7.82
b3be0e5932b8baa2c9dd9c33206c31,0,11.91
63e1178874c3335bbb0baed185172d,8,6.12
0bbb35d1e71270147cef7e7588279a,13,9.75
27415f8adc9d2413fcb928c3d52e1b,2,17.4
0d38a15d7559e290dd0a17bc625dde,5,8.88
749bc367fd90880f2d6dbe578e98e1,7,9.94
bd9f1ee87d9d9caa94296c13e7f3db,0,2.04
28df49a37330e80de20b9a025e0cfb,19,16.96
3b56e521ab1ccecb65bd181db043c3,12,5.1
f2009a36d24ed1339e0726dc2b9909,25,14.3
e8fef1c9483617937300102833a43f,30,3.23
5171b97ac6c5f21410e4a90c6f800f,29,23.53
f366e2597854cf399d3bbba3f2c982,10,4.24
4d5b199a32ac51e1a2f67b78d958c4,28,4.23
66718ee827f435c00017446e78f689,19,9.67
96da6367bb7084cc634fdad09bef68,1,3.7
b364abb69b20fc19f761bd8169d634,0,7.18
701c02255c03a45aad31222cb30f59,29,16.9
dce1cfde25888e59650a08e38463d9,19,-0.29
59198da4ef82e1c48b21093e5769df,5,10.81
b2e0575adc8e9c0ca5673337978fb5,30,11.81
69f9e4212ea7de2c076b1e201c32ba,4,9.3
3af0af21718ad75722b7f7dc2428e7,19,5.61
6960faa11b6d09e0c7837c629a5a05,1,1.95
efc28660f7cb860e51aa9d233f881f,30,4.29
c3e68355d51b962ae63bc4e27a877a,20,6.24
f45e3f494a73cf29d5a78470b446ad,21,19.16
7bde2b5d51d086dea17af3f3b5a1de,0,14.93
c8253cfa02e5e8c307778753c4697e,15,10.65
8182d382aab8094319ca7c98935ad3,0,4.64
6922dde87373de62840a5fe1cdc313,8,-3.23
d02052433e983269550484c367da6a,12,6.48
c8723af5746937853292a72e243a80,28,11.88
1c370884dc7edbd44b5f9f0835843e,5,5.39
c9af93b2862c65d5d0a9e2d9b656bf,13,13.64
9d9645c85be59f0d31333ab6e4e4d1,25,10.91
b3cd36ea03081b40b53d168a5ef777,10,1.63
